APMA,308,1078,Lecture,56,55,Paramasamy Karuppuchamy
APMA,308,1078,Lecture,52,55,Dmitriy Sonkin
APMA,308,1078,Lecture,56,55,Marek-Jerzy Pindera
APMA,308,1082,Lecture,52,55,Paramasamy Karuppuchamy
APMA,308,1082,Lecture,61,55,Paramasamy Karuppuchamy
APMA,308,1082,Lecture,56,55,Michael Hill
APMA,308,1088,Lecture,33,55,Paramasamy Karuppuchamy
APMA,308,1088,Lecture,57,55,Kevin McCrimmon
APMA,308,1088,Lecture,25,55,Radu Dascaliuc
APMA,308,1088,Lecture,1,1,Paramasamy Karuppuchamy
APMA,308,1092,Lecture,38,55,Radu Dascaliuc
APMA,308,1092,Lecture,56,55,Radu Dascaliuc
APMA,308,1092,Lecture,58,55,Kevin McCrimmon
APMA,308,1092,Lecture,1,1,Radu Dascaliuc
APMA,308,1092,Lecture,1,30,Radu Dascaliuc
APMA,310,1078,Lecture,40,52,Joanne Dugan
APMA,310,1078,Lecture,56,52,Joanne Dugan
APMA,310,1082,Lecture,48,55,Gianluca Guadagni
APMA,310,1082,Lecture,53,55,Gianluca Guadagni
APMA,310,1082,Lecture,45,48,Daria Snider
APMA,310,1088,Lecture,25,52,Daria Snider
APMA,310,1088,Lecture,49,52,Daria Snider
APMA,310,1088,Lecture,50,52,Lori Kaufman
APMA,310,1088,Lecture,1,30,Daria Snider
APMA,310,1092,Lecture,59,55,Bernard Fulgham
APMA,310,1092,Lecture,19,55,Daria Snider
APMA,310,1092,Lecture,39,48,Daria Snider
APMA,310,1092,Lecture,1,30,Daria Snider
APMA,311,1078,Lecture,69,60,John Maybee
APMA,311,1078,Lecture,66,60,John Maybee
APMA,311,1078,Lecture,43,60,K White
APMA,311,1078,Lecture,1,1,K White
APMA,311,1082,Lecture,68,65,John Maybee
APMA,311,1082,Lecture,63,65,Dan Spitzner
APMA,311,1088,Lecture,63,60,John Maybee
APMA,311,1088,Lecture,64,60,John Maybee
APMA,311,1088,Lecture,46,60,K White
APMA,311,1088,Lecture,1,1,John Maybee
APMA,311,1088,Lecture,1,1,K White
APMA,311,1092,Lecture,76,65,John Maybee
APMA,311,1092,Lecture,39,65,Theodore Chang
APMA,311,1092,Lecture,1,30,Theodore Chang
APMA,312,1078,Lecture,33,49,Feifang Hu
APMA,312,1078,Lecture,40,55,Feifang Hu
APMA,312,1082,Lecture,64,65,James Lark
APMA,312,1088,Lecture,45,49,Tao Huang
APMA,312,1088,Lecture,47,55,Tao Huang
APMA,312,1092,Lecture,67,75,Jianhui Zhou
APMA,314,1078,Lecture,32,60,William Roberts
APMA,314,1088,Lecture,46,60,William Roberts
APMA,334,1078,Lecture,17,50,Thomas Kriete
APMA,334,1088,Lecture,14,20,David Sherman
APMA,334,1088,Lecture,0,1,David Sherman
APMA,3080,1098,Lecture,61,55,Marek-Jerzy Pindera
APMA,3080,1098,Lecture,54,55,Kevin McCrimmon
APMA,3080,1098,Lecture,45,48,Francesco Matucci
APMA,3080,1102,Lecture,41,55,Monika Abramenko
APMA,3080,1102,Lecture,53,55,Kevin McCrimmon
APMA,3080,1102,Lecture,54,55,Monika Abramenko
APMA,3080,1108,Lecture,51,55,Monika Abramenko
APMA,3080,1108,Lecture,52,55,Marek-Jerzy Pindera
APMA,3080,1108,Lecture,51,48,Monika Abramenko
APMA,3080,1112,Lecture,67,55,Jeffrey Holt
APMA,3080,1112,Lecture,59,55,Monika Abramenko
APMA,3080,1112,Lecture,62,55,Monika Abramenko
APMA,3080,1118,Lecture,54,55,Monika Abramenko
APMA,3080,1118,Lecture,48,55,Wu-Seng Lung
APMA,3080,1118,Lecture,51,48,Monika Abramenko
APMA,3080,1122,Lecture,69,65,Jeffrey Holt
APMA,3080,1122,Lecture,64,65,Monika Abramenko
APMA,3080,1122,Lecture,65,65,Monika Abramenko
APMA,3100,1098,Lecture,46,52,Radu Dascaliuc
APMA,3100,1098,Lecture,20,48,Daria Snider
APMA,3100,1098,Lecture,29,48,Daria Snider
APMA,3100,1102,Lecture,69,55,Bernard Fulgham
APMA,3100,1102,Lecture,31,55,Daria Snider
APMA,3100,1102,Lecture,49,48,Daria Snider
APMA,3100,1108,Lecture,48,52,Gianluca Guadagni
APMA,3100,1108,Lecture,18,48,Daria Snider
APMA,3100,1108,Lecture,36,48,Daria Snider
APMA,3100,1112,Lecture,63,45,Bernard Fulgham
APMA,3100,1112,Lecture,36,45,Daria Snider
APMA,3100,1112,Lecture,56,45,Daria Snider
APMA,3100,1118,Lecture,48,52,Gianluca Guadagni
APMA,3100,1118,Lecture,34,48,Daria Snider
APMA,3100,1118,Lecture,40,48,Daria Snider
APMA,3100,1122,Lecture,71,45,Bernard Fulgham
APMA,3100,1122,Lecture,39,46,Daria Snider
APMA,3100,1122,Lecture,51,55,Daria Snider
APMA,3100,1122,Lecture,43,45,Bernard Fulgham
APMA,3110,1098,Lecture,92,90,John Maybee
APMA,3110,1098,Lecture,77,76,John Maybee
APMA,3110,1098,Lecture,68,85,John Maybee
APMA,3110,1102,Lecture,91,94,John Maybee
APMA,3110,1102,Lecture,59,65,James Lark
APMA,3110,1108,Lecture,79,76,John Maybee
APMA,3110,1108,Lecture,80,76,John Maybee
APMA,3110,1108,Lecture,74,76,John Maybee
APMA,3110,1112,Lecture,65,65,John Maybee
APMA,3110,1112,Lecture,38,55,Dan Spitzner
APMA,3110,1112,Lecture,61,65,John Maybee
APMA,3110,1118,Lecture,70,60,John Maybee
APMA,3110,1118,Lecture,69,60,John Maybee
APMA,3110,1118,Lecture,66,60,John Maybee
APMA,3110,1122,Lecture,64,70,John Maybee
APMA,3110,1122,Lecture,30,55,James Lark
APMA,3110,1122,Lecture,65,70,John Maybee
APMA,3120,1098,Lecture,27,49,Jianhui Zhou
APMA,3120,1098,Lecture,47,55,Jianhui Zhou
APMA,3120,1102,Lecture,70,75,James Lark
APMA,3120,1108,Lecture,47,48,Jianhui Zhou
APMA,3120,1108,Lecture,53,48,Jianhui Zhou
APMA,3120,1112,Lecture,70,75,James Lark
APMA,3120,1118,Lecture,49,48,James Lark
APMA,3120,1118,Lecture,50,48,James Lark
APMA,3120,1122,Lecture,59,75,James Lark
APMA,3140,1098,Lecture,42,60,Houston Wood
APMA,3140,1108,Lecture,50,60,Hossein Haj-Hariri
APMA,3140,1118,Lecture,46,60,Hossein Haj-Hariri
APMA,3340,1098,Lecture,13,20,David Sherman
APMA,3340,1108,Lecture,11,20,Barbara Maccluer
APMA,3340,1118,Lecture,10,20,Lawrence Thomas
APMA,3501,1108,Lecture,7,16,Malathi Veeraraghavan
APMA,3501,1118,Lecture,3,10,Theodore Chang
BIOM,310,1078,Lecture,67,70,Jeffrey Saucerman
BIOM,310,1088,Lecture,62,70,Jeffrey Saucerman
BIOM,315,1082,Lecture,64,85,Jason Papin
BIOM,315,1082,Lecture,1,1,Jason Papin
BIOM,315,1092,Lecture,62,85,Jason Papin
BIOM,322,1082,Lecture,67,85,Richard Price
BIOM,322,1092,Lecture,86,85,Richard Price
BIOM,324,1082,Lecture,7,60,Brett Blackman
BIOM,324,1092,Lecture,67,85,Brett Blackman
BIOM,345,1092,Lecture,4,15,William Levy
BIOM,380,1078,Lecture,61,60,Brent French
BIOM,380,1088,Lecture,60,60,Brent French
BIOM,390,1082,Lecture,60,60,Jeffrey Holmes
BIOM,390,1092,Lecture,59,60,Jeffrey Holmes
BIOM,406,1082,Lecture,31,50,Brent French
BIOM,406,1092,Lecture,24,50,Brent French
BIOM,411,1082,Lecture,2,10,John Hossack
BIOM,411,1092,Lecture,3,10,John Hossack
BIOM,414,1078,Lecture,57,79,Yusuf Khan
BIOM,414,1088,Lecture,62,79,Edward Botchwey
BIOM,417,1082,Lecture,26,60,Edward Botchwey
BIOM,417,1092,Lecture,33,60,Edward Botchwey
BIOM,428,1078,Lecture,14,40,Silvia Blemker
BIOM,428,1088,Lecture,21,40,Silvia Blemker
BIOM,441,1078,Lecture,37,45,Yong Kim
BIOM,441,1088,Lecture,38,45,Yong Kim
BIOM,464,1082,Lecture,64,60,Shayn Peirce-Cottler
BIOM,464,1082,Lecture,1,1,Shayn Peirce-Cottler
BIOM,464,1092,Lecture,59,60,Shayn Peirce-Cottler
BIOM,464,1092,Lecture,1,1,Shayn Peirce-Cottler
BIOM,464,1092,Lecture,1,1,Shayn Peirce-Cottler
BIOM,490,1078,Lecture,20,50,Michael Lawrence
BIOM,490,1088,Lecture,5,50,Michael Lawrence
BIOM,495,1088,Lecture,9,15,Jason Papin
BIOM,495,1088,Lecture,0,10,Kevin Janes
BIOM,496,1082,Lecture,2,15,Richard Kent
BIOM,496,1082,Lecture,10,20,Yong Kim
BIOM,496,1082,Lecture,12,10,Timothy Allen
BIOM,496,1092,Lecture,4,5,Richard Kent
BIOM,496,1092,Lecture,5,20,Yong Kim
BIOM,496,1092,Lecture,17,10,Timothy Allen
BME,3080,1098,Lecture,72,74,Alexander Klibanov
BME,3080,1108,Lecture,62,70,Alexander Klibanov
BME,3080,1118,Lecture,71,70,Alexander Klibanov+3
BME,3090,1102,Lecture,74,75,Jeffrey Holmes
BME,3090,1112,Lecture,58,75,Timothy Allen
BME,3090,1122,Lecture,71,72,Jeffrey Holmes+2
BME,3310,1098,Lecture,77,77,Jeffrey Saucerman
BME,3310,1108,Lecture,67,77,Jeffrey Saucerman
BME,3310,1118,Lecture,68,77,Jeffrey Saucerman
BME,3315,1102,Lecture,76,85,Jason Papin
BME,3315,1108,Lecture,128,150,Jeffrey Holmes
BME,3315,1118,Lecture,75,90,Jeffrey Holmes
BME,3636,1102,Lecture,13,30,William Levy
BME,3636,1112,Lecture,6,16,William Levy
BME,3636,1122,Lecture,14,16,William Levy
BME,4063,1098,Lecture,61,82,Shayn Peirce-Cottler
BME,4063,1108,Lecture,72,70,Timothy Allen
BME,4063,1118,Lecture,71,64,Timothy Allen
BME,4064,1102,Lecture,60,60,Shayn Peirce-Cottler
BME,4064,1108,Lecture,1,30,Timothy Allen
BME,4064,1112,Lecture,73,75,Timothy Allen
BME,4064,1118,Lecture,0,30,Timothy Allen
BME,4064,1122,Lecture,71,75,Timothy Allen
BME,4280,1098,Lecture,8,20,Richard Kent
BME,4280,1118,Lecture,31,35,Silvia Blemker
BME,4414,1098,Lecture,38,79,Edward Botchwey
BME,4414,1108,Lecture,76,79,Edward Botchwey
BME,4414,1118,Lecture,38,79,Edward Botchwey
BME,4417,1112,Lecture,51,50,Edward Botchwey
BME,4550,1098,Lecture,11,15,Jason Papin
BME,4550,1098,Lecture,0,10,Kevin Janes
BME,4550,1102,Lecture,18,12,Timothy Allen
BME,4550,1102,Lecture,16,30,Yong Kim
BME,4550,1108,Lecture,14,15,Jason Papin
BME,4550,1112,Lecture,11,12,Timothy Allen
BME,4550,1112,Lecture,4,5,Kevin Janes
BME,4550,1112,Lecture,23,40,Yong Kim
BME,4550,1118,Lecture,11,15,Jason Papin+3
BME,4550,1122,Lecture,17,12,Timothy Allen
BME,4550,1122,Lecture,11,40,Yong Kim
BME,4641,1098,Lecture,39,45,Yong Kim
BME,4641,1108,Lecture,48,55,Yong Kim
BME,4641,1118,Lecture,67,70,Yong Kim
BME,4783,1112,Lecture,27,30,John Hossack
BME,4783,1122,Lecture,17,30,John Hossack
BME,4806,1102,Lecture,32,50,Brent French
BME,4806,1112,Lecture,24,50,Brent French
BME,4806,1122,Lecture,35,50,Brent French
BME,4890,1098,Lecture,41,50,Kimberly Kelly
BME,4890,1108,Lecture,10,50,Kimberly Kelly
BME,4890,1118,Lecture,21,50,Kimberly Kelly
CE,315,1082,Lecture,63,68,Richard Miksad
CE,315,1092,Lecture,77,70,Richard Miksad
CE,316,1082,Lecture,51,60,M. Hossain
CE,316,1082,Lecture,29,30,M. Hossain
CE,316,1082,Lecture,21,30,M. Hossain
CE,316,1092,Lecture,64,70,M. Hossain
